profile_id,level,text,label
twin-0003,NA,"Subject: Final KYC Audit Files for Q3 Review

Hi Marek,

I’ve completed the KYC audit for the new onboarding batch and uploaded the final files to our shared drive. You can access them here: https://internal.northwindcp.com/compliance/audits/Q3_KYC_Final.

Please review the flagged cases (highlighted in yellow) and let me know if you need any clarifications before we submit the report to Felix Vogel by Friday. I’ve also cross-checked the trade logs for these clients, and everything aligns with our policy—no violations detected.

Let me know if you’d like to sync quickly to go over anything.

Best,
Oskar Moreau",0
twin-0003,NA,"Subject: Follow-Up on Q3 Compliance Report Draft

Hi Marek,

Following up on our discussion yesterday about the Q3 compliance report. I’ve finalized the draft with the updated KYC audit findings for the Northwind Emerging Markets Fund, as well as the trade log review notes you requested. The only outstanding item is the sign-off from Anna Novak on the new anti-bribery policy section—could you check if she’s had a chance to review it?

I’ve also flagged a minor discrepancy in the trade logs for Felix Marchetti’s team (August 12 transactions) that we should clarify before finalizing. Let me know if you’d like to sync briefly this afternoon to go over it.

Otherwise, I’m aiming to send the full report to Felix Vogel by end of day tomorrow for his review.

Best,
Oskar Moreau",0
twin-0004,NA,"Subject: Updated Valuation Model for Q3 Review

Hi Felix,

I’ve finalized the updated valuation model for the Q3 performance report, incorporating the latest market data and adjustments we discussed. The model now reflects the revised growth projections for the industrial sector, as well as the sensitivity analysis Oskar Moreau requested.

You can access the file here: https://northwindcap.intern/equityresearch/Q3_Valuation_Final.xlsx

Could you review it by EOD tomorrow so we can align with Iris Sundqvist’s team before the client call on Friday? Let me know if you’d like me to walk through any of the assumptions.

Best,
Oskar Vogel",0
twin-0004,NA,"Subject: Weekly Model Revisions - Tech Sector Inputs Needed

Hi Oskar,

I hope you're doing well. I’m finalizing the weekly revisions for the tech sector financial models and wanted to check if you’ve had a chance to review the updated revenue growth assumptions for the SaaS sub-sector. Felix Vogel mentioned in yesterday’s briefing that you might have some adjustments based on the latest earnings calls.

Could you share any updates or feedback by EOD today? I’d like to incorporate them before running the final validation checks. Also, if you’ve spotted any discrepancies in the margin projections, let me know—I want to ensure the numbers align with the Q3 performance reports we’re prepping for Iris Sundqvist.

Thanks for your help, and let me know if you’d like to sync quickly to discuss.

Best,
Oskar Moreau",0
twin-0004,NA,"Subject: Q3 Performance Report Draft for Review

Hi Felix,

I’ve finalized the first draft of the Q3 performance report for the Equity Research team, incorporating the latest valuation adjustments and sector trends we discussed. You can find it here: https://northwindcapital.sharepoint.com/teams/EquityResearch/Reports/Q3_2024_Draft.pdf

Could you review the executive summary and the comparative analysis on pages 5-8 by EOD tomorrow? I’d like to incorporate your feedback before sharing it with Oskar Moreau for the final data validation. Also, let me know if you’d like me to highlight any specific metrics for the client presentation next week.

Thanks,
Greta Lindholm",0
twin-0004,NA,"Subject: Input Needed on Industrial Tech Model Revisions

Hi Oskar,

I’ve finished the first pass of the industrial tech sector model revisions for Q3, but I’m getting inconsistent beta estimates for the mid-cap segment. Could you take a look at the sensitivity tab when you have a moment? I want to make sure we’re aligned before I hand this off to Felix Vogel for the final review.

Also, I noticed the peer group comps Iris Sundqvist pulled last week might need a refresh—some of the EV/EBITDA multiples seem stale. Should I reach out to her directly, or would you prefer to coordinate that?

Let me know a good time to sync today. I’ll be at my desk most of the afternoon.

Thanks,
Marek Berger",0
twin-0005,NA,"Subject: Q3 Stress Test Results - Review and Feedback Request

Hi Oskar,

I’ve finalized the Q3 stress test results for the Emerging Markets Fixed Income portfolio and wanted to share them with you before the weekly sync. The full report is available here: https://internal.northwindcapital.com/risk/reports/Q3-StressTests-EMFI.pdf.

Key takeaways:
- Volatility spikes under the 2008 crisis scenario remain within our 15% VaR threshold, but the liquidity buffer dips slightly below Basel III requirements in two cases.
- The CDS trend analysis (p. 12-14) shows elevated default probabilities for two counterparties—flagged for further review.

Could you take a look and let me know if you’d like to adjust any assumptions before I present to Felix on Thursday? Also, Iris mentioned she’d need the raw data for her compliance audit, so I’ll loop her in once we align.

Thanks,
Marek Berger",0
twin-0005,NA,"Subject: Follow-Up on Q3 Risk Exposure Report Draft

Hi Oskar,

I’ve finalized the initial draft of the Q3 risk exposure report, incorporating the stress test results from last week. The volatility spikes in the emerging markets segment (pp. 12-15) are particularly notable—Marek’s credit default swap analysis aligns with the trends we’re seeing, so I’ve referenced his inputs directly.

Could you review the executive summary section by EOD tomorrow? Felix wants to discuss the key takeaways in our weekly sync on Thursday, and I’d like to address any gaps beforehand. I’ve also flagged a few Basel III compliance checks with Iris that may need additional context.

Let me know if you’d prefer to walk through the numbers together—I’m free between 2 and 4 PM tomorrow.

Best,
Anna Novak",0
twin-0005,NA,"Subject: Updated Stress Test Results for Q3 Portfolio

Hi Oskar,

I’ve finalized the latest stress test results for the Q3 portfolio allocations, incorporating the new credit default swap data we pulled last week. The updated scenarios show a slight uptick in volatility for the emerging market holdings, but we’re still within the Basel III thresholds.

Could you take a look at the attached report and confirm if the methodology aligns with your expectations? I’ve also flagged a couple of outliers in the fixed income segment that might need further discussion.

For reference, the full dataset is available here: https://internal.northwindcapital.com/risk/stress-testing/q3-2024

Let me know if you’d like to sync tomorrow to go over the details. Otherwise, I’ll plan to include this in the monthly reporting to Felix.

Best,
Marek Berger",0
twin-0005,NA,"Subject: Follow-up on Q3 Credit Default Swap Analysis

Hi Oskar,

I wanted to follow up on the Q3 credit default swap trends analysis we discussed during our weekly sync. I’ve completed the initial draft of the report, focusing on the sector-specific exposures and their correlation with the current market volatility. The findings align with the stress test scenarios we ran last month, particularly around the energy sector’s sensitivity to geopolitical risks.

Could you review the attached draft and let me know if you’d like any adjustments before I share it with Felix for the management review? I’d also appreciate your input on the mitigation strategies I’ve outlined for the high-risk allocations—specifically whether the proposed hedging adjustments are sufficient given the current Basel III constraints.

Let me know a good time to sync on this if you’d prefer to discuss in person.

Best regards,
Anna Novak",0
twin-0006,NA,"Subject: Q3 Model Update for Consumer Staples Sector

Hi Felix,

I’ve finalized the Q3 model updates for the Consumer Staples sector, incorporating the latest earnings data and revised growth projections. The updated file is saved in our team’s SharePoint folder here: https://northwindcapital.sharepoint.com/EquityResearch/ConsumerStaples/Q3_2024_Updates.

Could you review the assumptions in the ""Revenue Growth"" tab before the team sync tomorrow? I flagged a few outliers in the discount retailer segment that might need adjustment. Also, Iris mentioned she’d like to cross-check the margin forecasts with her retail comps—let me know if you’d prefer I loop her in directly.

Thanks,
Oskar Moreau",0
twin-0006,NA,"Subject: Model Update for Tech Sector Valuation

Hi Felix,

I’ve completed the latest iteration of the tech sector valuation model, incorporating the Q2 earnings data we discussed. The updated assumptions and sensitivity analysis are included in the attached file.

Could you review the revenue growth projections, particularly for the cloud segment? I’ve adjusted the terminal value calculations based on Oskar Moreau’s feedback from yesterday’s sync, but I want to ensure the logic aligns with your expectations before finalizing.

Let me know if you’d like to walk through the changes together—I’m free this afternoon after the 2 PM briefing.

Best,
Anna Novak",0
twin-0006,NA,"Subject: Market Trend Analysis - Energy Sector Update

Hi Iris,

I’ve finished scrubbing the latest energy sector data and wanted to share a few observations before finalizing the quarterly performance report. There’s a notable divergence in renewable energy valuations that might warrant a deeper look—let me know if you’d like me to pull additional comparables.

I’ve also updated the model with the new commodity price forecasts from Felix Marchetti. You can review the changes here: https://northwindcapital.internal/sharepoint/energy_model_updates.

Could we sync briefly tomorrow to align on next steps? Felix Vogel mentioned he’d like the preliminary findings by EOD Thursday.

Thanks,
Oskar Moreau",0
twin-0006,NA,"Subject: Quick Check on Q3 Retail Sector Data

Hi Iris,

Hope you're doing well. I’m finalizing the Q3 performance report for the retail sector and noticed some discrepancies in the same-store sales data for the mid-cap segment. Could you take a quick look at the scrubbed dataset I sent over last week and confirm if the adjustments for the July outliers were applied correctly? I want to make sure we’re aligned before I lock the numbers for Felix’s review.

Also, if you have any updates on the consumer sentiment metrics you were tracking, that would be great to include—I recall you mentioned a potential downward revision in your last briefing note.

Let me know if you’d prefer to sync briefly on this. I’m free between 2 and 4 today.

Thanks,
Oskar Moreau",0
twin-0007,NA,"Subject: Draft Policy Amendment for Review - Client Onboarding KYC

Hi Iris,

I’ve finalized the draft amendments to the Client Onboarding KYC policy based on the feedback from last week’s Risk Management meeting. The key changes include updated documentation requirements for high-risk jurisdictions and a revised timeline for periodic reviews.

Could you review the draft and provide your feedback by EOD Friday? I’ve uploaded it to our team’s SharePoint folder for easy access: https://northwindcapital.internal/sharepoint/compliance/policies/drafts/kyc_amendment_2024Q2.docx

Let me know if you have any questions or need further clarification on any section.

Thanks,
Anna Novak",0
twin-0007,NA,"Subject: Follow-Up on Q3 KYC Audit for Horizon Ventures

Hi Iris,

Following up on our discussion yesterday, I’ve completed the initial review of the KYC documentation for Horizon Ventures. There are a few discrepancies in the beneficial ownership records that need clarification before we can finalize the audit.

Could you please confirm if the updated shareholder register (as of June 30) is the most recent version? If not, we’ll need to request the latest from their legal team to ensure our files are current. Let me know by EOD tomorrow so we can stay on track for the board’s quarterly compliance report.

Thanks,
Oskar Moreau",0
twin-0007,NA,"Subject: Draft Policy Amendment for Review – Client Onboarding

Hi Iris,

I’ve finalized the first draft of the updated KYC policy amendment we discussed last week, incorporating the new regulatory guidance on beneficial ownership thresholds. You can find it here: https://internal.northwindcapital.com/compliance/policies/drafts/kyc_amendment_v2.pdf

Could you review the changes and flag any potential conflicts with our existing onboarding workflows? I’d like to circulate it to Felix Vogel and Marek for final approval by Friday.

Let me know if you’d prefer to sync on this—I’m free tomorrow afternoon.

Best,
Oskar Moreau",0
twin-0007,NA,"Subject: Follow-up on Q2 KYC Audit for Pacific Rim Fund

Hi Iris,

I hope you're doing well. I wanted to follow up on the outstanding KYC documentation for the Pacific Rim Fund, which we discussed in last week’s risk status update. We’re aiming to finalize the audit by the end of this week to stay on track for the quarterly compliance report.

Could you confirm if the updated beneficial ownership registers for the Singaporean entities have been received from Felix Marchetti’s team? Once we have those, I can cross-reference them with the existing records and flag any discrepancies for review.

Let me know if there are any roadblocks on your end—I’m happy to help coordinate with Marek or Oskar Vogel if needed. Thanks for your help in keeping this moving.

Best,
Anna Novak",0
twin-0008,NA,"Subject: Q3 Performance Report Draft for Review

Hi Felix,

I’ve completed the first draft of the Q3 performance report for the Equity Research portfolio. The valuation models have been updated with the latest market data, and I’ve included a preliminary analysis of the sector trends we discussed last week. You can access the draft here: https://northwindcapital.internal/sharepoint/EquityResearch/Q3_2024_Draft.pdf

Could you review it by EOD tomorrow and let me know if any adjustments are needed before I share it with Iris and Oskar for their input? I’ve also flagged a few data points in the consumer discretionary section that might need further validation.

Thanks,
Marek Berger",0
twin-0008,NA,"Subject: Quick Check on Retail Sector Model Inputs

Hi Oskar,

I’m finalizing the Q3 retail sector valuation model and noticed a discrepancy in the same-store sales growth assumptions for the consumer discretionary bucket. The figures I pulled from the latest Bloomberg feed don’t align with what’s in the shared drive under your last update (dated 9/12).

Could you confirm whether we’re using the adjusted or raw consensus estimates for this cycle? I want to make sure I’m scrubbing the right data before I hand it off to Felix Vogel for review.

Also, if you’ve got the updated comps spreadsheet, could you drop it in the Equity Research > Retail folder? That’ll save me from re-pulling everything.

Thanks,
Marek Berger",0
twin-0008,NA,"Subject: Sector News Summary for Tech - Your Input Needed

Hi Oskar,

I’ve compiled the latest sector-specific news for tech as part of our morning briefing prep, but I wanted to run a few points by you before finalizing. The earnings call transcripts from Semiconductor Solutions and CloudNine Inc. last night suggest a potential shift in capex guidance—this could impact our valuation models for the semis and cloud infrastructure buckets. Could you take a quick look at the highlights I’ve flagged in the shared doc?

Doc link: https://northwind.internal/share/tech-sector-news-2024-05-15

Also, Felix Vogel mentioned in yesterday’s standup that we should cross-check these against the macro trends Iris is tracking. If you spot anything glaring, let me know by EOD so I can fold it into the final briefing notes.

Thanks,
Marek Berger",0
twin-0008,NA,"Subject: Sector News Alert - Renewable Energy Policy Shift

Hi Felix,

I came across a breaking update in the renewable energy sector this morning that could impact our current valuation models for the clean energy portfolio. The EU just announced a proposal to accelerate subsidy phase-outs for solar projects by 12-18 months, which may affect the revenue projections we built into the Q3 report.

I’ve flagged the relevant articles in our shared news feed (under ""Policy Watch""), but I wanted to give you a heads-up directly since you’re leading the renewable energy deep dive. Should we reconvene with Marek and Greta to reassess our assumptions before finalizing the model updates?

Let me know if you’d like me to pull the latest data on subsidy timelines for comparison.

Best,
Anna Novak",0
twin-0009,NA,"Subject: Q3 Budget Reallocation - Medical Equipment Procurement

Hi Pawel,

Following our discussion yesterday, I’d like to finalize the reallocation of the Q3 budget for the new diagnostic equipment at the Berlin and Warsaw clinics. Please review the updated figures in the attached spreadsheet and confirm by EOD if the adjustments align with the procurement timeline.

I’ve also added notes on the compliance checks required for the Warsaw facility—Marta Reuter will coordinate with legal to ensure we’re aligned with the new EU regulations. Let me know if you need any clarifications.

For reference, the latest procurement guidelines are here: https://meridianhealthgroup.internal/wiki/procurement-policy

Best,
Lena Vogel",0
twin-0009,NA,"Subject: Follow-Up on Q3 Budget Reallocation for Northern Clinics

Iris, Pawel,

Following our discussion yesterday, I’ve reviewed the proposed reallocation for the Northern Clinics’ Q3 budget and agree with the shift of €120k from non-essential training to the MRI upgrade at the Hamburg site. However, we need to confirm with Marta Reuter that this won’t impact the compliance training rollout scheduled for September.

Lena, could you pull the latest utilization reports for the Hamburg MRI to include in the justification for the board? I’ll need the final numbers by EOD Friday to include in my update to Oskar Moreau.

Let’s sync briefly tomorrow at 10 AM to align on next steps.

Best,
Pawel Dvorak",0
twin-0009,NA,"Subject: Follow-Up on Q3 Budget Allocation for Regional Clinics

Hi Pawel,

I hope this email finds you well. I wanted to follow up on the budget allocation discussion we had during yesterday’s leadership meeting regarding the Q3 procurement for the regional clinics. As we agreed, the priority remains the upgrade of diagnostic equipment for the Meridian North and South facilities, but I’d like to confirm the final figures before we present them to the board next week.

Could you please review the updated spreadsheet I’ve shared here and provide your feedback by EOD Thursday? I’ve included the revised cost projections from Lena Vogel’s team, as well as the compliance notes from Marta Reuter to ensure we’re aligned with the new healthcare regulations.

Let me know if you’d like to sync briefly to discuss any adjustments.

Best regards,
Iris Janssen

https://intranet.meridianhealthgroup.com/finance/Q3-2024-Budget-Allocation.xlsx",0
twin-0009,NA,"Subject: Follow-Up on Q3 Budget Approval for Radiology Equipment

Dear Marta,

I hope this email finds you well. Following our discussion during the last board meeting, I wanted to circle back regarding the Q3 budget approval for the new radiology equipment at the Berlin clinic. As we aim to finalize the procurement by the end of this quarter, I’d appreciate an update on the status of the financial review.

Could you confirm whether the revised cost projections from Iris Janssen have been incorporated into the final budget proposal? Additionally, if there are any outstanding concerns from the finance team, please let me know so we can address them promptly. Pawel Falk mentioned there might be some adjustments needed on the amortization schedule, so it would be helpful to align on that as well.

Once we have everything in order, I’ll coordinate with Lena Vogel to ensure the timeline for delivery and installation remains on track. Let’s aim to wrap this up by next Friday so we can present it to the board for final approval.

Thanks for your attention to this. Please don’t hesitate to reach out if you need any support from my end.

Best regards,
Pawel Dvorak",0
twin-0010,NA,"Subject: Follow-up on EHR Workflow Training Schedule

Hi Pawel,

I hope you're doing well. I wanted to follow up on the EHR workflow training sessions we discussed last week. As we’re targeting a go-live date for the new system by the end of Q3, it’s critical we finalize the training schedule for the clinical staff at the regional clinics.

Could you confirm by EOD Friday whether the proposed dates (attached in the draft calendar) work for your team? I’ve also included a link to the internal SharePoint folder where we’re consolidating all training materials and feedback forms: https://meridianhealthgroup.sharepoint.com/sites/EHR-Implementation/Training.

Let me know if there are any conflicts or adjustments needed. Marta Keller has asked for a high-level update on this by early next week, so your input will help ensure we’re aligned.

Thanks for your help,
Lena Vogel",0
twin-0010,NA,"Subject: Follow-Up on EHR Workflow Training Schedule

Hi Pawel,

I hope this email finds you well. I wanted to follow up on the EHR workflow training schedule we discussed last week. As we prepare to roll out the new system across the regional clinics, it’s critical that all clinical staff receive the necessary training to ensure a smooth transition.

Could you confirm the finalized dates for the training sessions by the end of this week? We need to align this with the staffing schedule to minimize disruptions to patient flow. Marta Reuter mentioned she’d be available to help coordinate the logistics, so feel free to loop her in if needed.

Let me know if there are any roadblocks or if you need additional support from my end. Thanks for your help with this.

Best regards,
Marta Keller",0
twin-0010,NA,"Subject: Follow-up on EHR Workflow Training Materials

Hi Pawel,

I hope you're doing well. I wanted to follow up on the EHR workflow training materials we discussed last week. The Operations & Quality Assurance team is aiming to finalize the rollout plan by the end of this month, and having the updated training documents will be critical for the staff onboarding process.

Could you please confirm if the drafts are ready for review? If so, kindly share them via the link below or let me know if there are any outstanding items we need to address first.

https://meridianhealth.internal/sharepoint/operations/ehrapproval

Marta Reuter has also expressed interest in reviewing these materials, so it would be great to have them finalized soon. Let me know if you need any support from my side to expedite this.

Thanks,
Pawel Dvorak",0
twin-0010,NA,"Subject: Follow-Up on EHR Workflow Training Schedule

Hi Pawel,

I wanted to follow up on the EHR workflow training sessions we discussed last week. The rollout for the new system is still on track for early July, but we need to confirm the training schedule for the clinical staff at the downtown and northside locations.

Could you coordinate with Lena Vogel to finalize the dates and ensure that the training materials are updated to reflect the latest workflow adjustments? I’ve reviewed the draft slides, and they look good, but we should double-check the section on patient data migration with Mira Moreau to avoid any compliance gaps.

Let me know if you need any support from my end. I’ll be in the office all week and can help align this with the budgetary approvals we’re finalizing.

Thanks,
Marta Reuter",0
twin-0011,NA,"Subject: Follow-up on Q3 Compliance Checklist for Pediatrics

Hi Marta,

I hope you're doing well. I wanted to follow up on the Q3 compliance checklist for the Pediatrics department. We’re aiming to finalize the audit by the end of this week, and I noticed a few items in the EHR access logs that still need clarification.

Could you review the discrepancies in the patient data access records for July (specifically the entries flagged on the 12th and 15th) and confirm whether these were authorized under the current protocols? If they were, we’ll need to document the justification for the audit trail. If not, we may need to escalate this to Pawel Falk for further investigation.

I’ve attached the draft report for your reference. You can also find the full checklist and guidelines here: https://intranet.meridianhealthgroup.org/him/compliance/hipaa-checklists.

Let me know if you’d like to sync up today or tomorrow to go over this. I’m free between 2 and 4 PM.

Thanks,
Lena Vogel",0
twin-0011,NA,"Subject: Follow-Up on Q3 HIPAA Audit Findings for Pediatrics

Hi Marta,

I wanted to circle back on the Q3 HIPAA audit findings for the Pediatrics department. During my review of the EHR access logs, I noticed a few discrepancies in the documentation for patient data access requests from last month. Specifically, there are three instances where the ""purpose of access"" field was left blank.

Could you help me verify if these were oversight errors or if there’s additional context we should include in the compliance report? I’ve cross-referenced with the clinical staff, but Pawel Falk mentioned you might have insights since you were coordinating with the Pediatrics team during that period.

Let me know if you’d like to sync up briefly to clarify. Otherwise, I’ll note these as pending in the draft report I’m preparing for Iris.

Thanks,
Lena Vogel",0
twin-0011,NA,"Subject: Follow-Up on Q3 Compliance Report Draft

Hi Marta,

I hope you're doing well. I’ve completed the initial draft of the Q3 compliance report for Iris’s review and wanted to check if you’ve had a chance to finalize the data access log section you were handling. The report is due to management by Friday, so I’d like to incorporate your updates by tomorrow afternoon if possible.

You can find the current draft here: https://meridianhealthgroup.sharepoint.com/sites/HIM/Compliance/Forms/AllItems.aspx?id=%2Fsites%2FHIM%2FCompliance%2FQ3%5F2024%5FDraft%2Epdf

Let me know if you need any adjustments to the template or if there’s anything I can clarify. Thanks for your help!

Best,
Mira Moreau",0
twin-0011,NA,"Subject: Follow-Up on Q3 Compliance Report Draft

Hi Marta,

I’ve completed the initial draft of the Q3 compliance report for Iris’s review and wanted to check if you’d had a chance to pull the final EHR audit metrics from the July-September period. The section on access logs (p. 12) is still using the preliminary numbers, and I’d like to ensure we’re aligned before I send it up the chain.

If you could confirm or share any updates by EOD tomorrow, that would be ideal. Also, if Pawel Falk’s team has any pending data access requests that might affect the counts, let me know—I can flag them in the footnotes.

Thanks,
Lena Vogel",0
twin-0012,NA,"Subject: Follow-up on Legacy EHR Migration Batch #12

Hi Marta,

I hope you're doing well. I wanted to follow up on the legacy patient records migration for Batch #12, as we discussed in yesterday’s sync. I’ve finished cleaning and normalizing the dataset, but I noticed a few discrepancies in the discharge dates for about 120 records. Could you take a look at the attached file and let me know if this aligns with what you’re seeing on your end?

I’ve also logged the details in Jira under ticket CI-452 for tracking. If you could review and confirm by EOD tomorrow, we should be able to push this batch to the new EHR system on schedule.

Let me know if you’d like to hop on a quick call to go over it. Here’s the link to the ticket for reference: https://meridianhealth.jira.com/browse/CI-452

Thanks,
Pawel Falk",0
twin-0012,NA,"Subject: Clarification on Legacy Data Migration Fields

Hi Marta,

I’m working on the legacy patient records migration for the EHR transition and noticed some inconsistencies in the ""Treatment_Start_Date"" field—about 12% of the entries in the 2021 batch have null values where the source system shows valid dates. Before I flag this in Jira, could you confirm if this is expected behavior or if I should cross-check against the backup tables?

Also, Iris mentioned during yesterday’s sync that we might need to adjust the normalization script for these cases. Let me know if you’d like me to loop her in.

Thanks,
Pawel Dvorak",0
twin-0012,NA,"Subject: Quick Clarification on Last Week's KPI Report Figures

Hi Marta,

Hope you're doing well. I was reviewing last week's KPI report for Clinical Informatics and noticed a discrepancy in the patient outcome metrics (specifically the 30-day readmission rates for the cardiology subset). The numbers seem slightly off compared to the raw dataset I cleaned earlier this week.

Could you double-check the normalization script you ran? I want to make sure we’re aligned before Iris reviews the final version. The dataset in question is the one we pulled from the legacy EHR migration batch on the 12th.

For reference, here’s the link to the report draft on SharePoint:
https://meridianhealthgroup.sharepoint.com/teams/ClinicalInformatics/KPIReports/Weekly_2024-05-20

Let me know if you spot anything—happy to hop on a quick call if needed.

Thanks,
Pawel Falk",0
twin-0012,NA,"Subject: Follow-up on EHR Migration Batch #4 Discrepancies

Hi Marta,

I hope you're doing well. I wanted to follow up on the discrepancies we found in Batch #4 of the legacy patient records migration. During my initial cleanup, I noticed about 12% of the records had mismatched patient IDs between the old and new systems, which is higher than our usual error rate.

Could you take a quick look at the sample I shared in the Jira ticket (CI-2024-089) when you have a moment? I think it might be related to the formatting of the ""PatientID_Old"" field in the source files, but I wanted your input before we flag it to Pawel for the next sync.

Let me know if you'd like to hop on a quick call to go over it—I’m free tomorrow afternoon after the weekly data sync.

Thanks,
Lena Vogel",0
